hour,atmosphericpressure (kPa),precipitation (mm),radiation (W/m2),relativehumidity (-),temperature (degrees Celsius),winddirection (degrees),windgusts (m/s),windspeed (m/s)
2019-11-16 07:00:00,98.9,0.0,20,0.898,21.3,287.0,0.34,0.27
2019-11-16 08:00:00,98.98,0.0,147,0.949,24.0,302.0,1.03,0.85
2019-11-16 09:00:00,99.02,0.0,0,0.772,28.8,283.0,1.49,0.67
2019-11-16 10:00:00,98.97,0.0,0,0.753,29.6,253.0,2.09,1.31
2019-11-16 11:00:00,98.95,0.0,0,0.697,31.2,287.0,2.2,1.25
2019-11-16 12:00:00,98.88,0.0,0,0.658,32.2,296.0,3.07,1.37
2019-11-16 13:00:00,98.82,0.0,0,0.644,31.9,251.0,1.29,0.87
2019-11-16 14:00:00,98.69,0.0,0,0.579,34.8,264.0,2.37,1.05
2019-11-16 15:00:00,98.62,0.0,0,0.59,33.7,42.0,2.06,0.83
2019-11-16 16:00:00,98.56,0.0,0,0.539,34.7,190.0,1.63,0.86
2019-11-16 17:00:00,98.58,0.0,135,0.609,32.8,234.0,1.72,0.92
2019-11-16 18:00:00,98.61,0.0,14,0.672,30.0,196.0,0.84,0.42
2019-11-16 19:00:00,98.7,0.0,0,0.766,26.7,188.0,0.63,0.49
2019-11-16 20:00:00,98.84,0.0,0,0.814,25.6,217.0,0.36,0.25
2019-11-16 21:00:00,98.9,0.0,0,0.841,25.1,214.0,0.41,0.32
2019-11-16 22:00:00,98.98,0.0,0,0.833,26.5,231.0,1.02,0.57
2019-11-16 23:00:00,98.98,0.0,0,0.849,26.2,235.0,0.91,0.46
