hour,atmosphericpressure (kPa),precipitation (mm),radiation (W/m2),relativehumidity (-),temperature (degrees Celsius),winddirection (degrees),windgusts (m/s),windspeed (m/s)
2019-02-02 08:00:00,99.09,,46,0.937,26.4,269.0,1.73,1.04
2019-02-02 09:00:00,99.16,,91,0.911,27.3,274.0,2.24,1.13
2019-02-02 10:00:00,99.18,,195,0.816,29.3,267.0,2.1,1.25
2019-02-02 11:00:00,99.19,,276,0.757,30.4,257.0,2.16,0.96
2019-02-02 12:00:00,99.11,,341,0.716,31.5,233.0,2.85,1.48
2019-02-02 13:00:00,99.0,,384,0.656,32.5,208.0,2.11,1.04
2019-02-02 14:00:00,98.88,,513,0.587,34.2,216.0,3.42,1.54
2019-02-02 15:00:00,98.78,,252,0.575,33.9,232.0,2.39,1.41
2019-02-02 16:00:00,98.76,,170,0.655,32.3,219.0,3.26,1.6
2019-02-02 17:00:00,98.75,,116,0.686,30.8,225.0,3.57,1.74
2019-02-02 18:00:00,98.78,,42,0.748,29.5,202.0,3.33,1.53
2019-02-02 19:00:00,98.85,,0,0.769,28.3,210.0,4.58,1.59
2019-02-02 20:00:00,98.93,,0,0.811,27.6,226.0,2.38,1.2
2019-02-02 21:00:00,99.01,,0,0.837,27.1,226.0,1.23,0.7
2019-02-02 22:00:00,99.1,,0,0.856,26.8,247.0,1.77,0.84
2019-02-02 23:00:00,99.16,,0,0.874,26.4,285.0,2.43,1.1
2019-02-03 00:00:00,99.19,,0,0.89,25.8,278.0,1.59,1.02
2019-02-03 01:00:00,99.12,,0,0.891,25.4,275.0,0.56,0.37
2019-02-03 02:00:00,99.04,,0,0.914,24.5,247.0,0.26,0.2
2019-02-03 03:00:00,98.94,,0,0.922,24.0,196.0,0.36,0.24
2019-02-03 04:00:00,98.96,,0,0.932,24.3,334.0,0.51,0.38
2019-02-03 05:00:00,98.98,,0,0.927,24.8,274.0,0.65,0.3
2019-02-03 06:00:00,98.97,,0,0.928,24.8,311.0,0.79,0.54
2019-02-03 07:00:00,99.02,,0,0.937,24.3,264.0,0.25,0.17
2019-02-03 08:00:00,99.05,,35,0.952,24.2,219.0,0.36,0.18
2019-02-03 09:00:00,99.09,,165,0.905,26.9,270.0,2.0,1.13
2019-02-03 10:00:00,99.15,,308,0.828,28.3,290.0,2.2,1.32
2019-02-03 11:00:00,99.15,,291,0.763,29.8,269.0,2.66,1.53
2019-02-03 12:00:00,99.07,,593,0.658,32.4,262.0,1.79,1.01
2019-02-03 13:00:00,98.97,,276,0.644,32.2,325.0,3.44,1.53
2019-02-03 14:00:00,98.86,,494,0.575,34.3,255.0,3.44,1.48
2019-02-03 15:00:00,98.74,,490,0.514,35.0,298.0,2.49,1.41
2019-02-03 16:00:00,98.67,,338,0.479,35.6,181.0,2.08,1.02
2019-02-03 17:00:00,98.65,,207,0.449,36.4,245.0,2.0,1.01
2019-02-03 18:00:00,98.67,,71,0.533,33.9,209.0,2.14,1.27
2019-02-03 19:00:00,98.72,,0,0.579,32.0,225.0,1.72,0.86
2019-02-03 20:00:00,98.84,,0,0.739,29.8,219.0,3.25,1.22
2019-02-03 21:00:00,98.9,,0,0.773,28.6,227.0,4.2,1.62
2019-02-03 22:00:00,98.94,,0,0.809,27.7,229.0,2.0,0.92
2019-02-03 23:00:00,99.01,,0,0.839,26.9,240.0,1.62,0.76
2019-02-04 00:00:00,98.99,,0,0.866,26.3,238.0,1.38,0.59
2019-02-04 01:00:00,99.03,,0,0.897,25.7,242.0,0.45,0.27
2019-02-04 02:00:00,98.96,,0,0.905,25.8,259.0,0.97,0.55
2019-02-04 03:00:00,98.93,,0,0.92,25.2,258.0,0.41,0.26
2019-02-04 04:00:00,98.89,,0,0.93,25.1,234.0,1.14,0.48
2019-02-04 05:00:00,98.89,,0,0.911,25.1,245.0,1.36,0.68
2019-02-04 06:00:00,98.93,,0,0.928,24.3,156.0,0.22,0.13
2019-02-04 07:00:00,98.95,,0,0.941,23.3,192.0,0.2,0.12
2019-02-04 08:00:00,99.05,,38,0.957,23.9,284.0,0.52,0.39
2019-02-04 09:00:00,99.15,,139,0.943,26.5,279.0,2.57,1.2
2019-02-04 10:00:00,99.19,,163,0.832,28.3,263.0,2.74,1.49
2019-02-04 11:00:00,99.17,,145,0.778,29.0,268.0,2.74,1.4
2019-02-04 12:00:00,99.1,,510,0.638,32.4,232.0,1.82,0.97
2019-02-04 13:00:00,98.96,,574,0.561,33.7,268.0,3.68,1.76
2019-02-04 14:00:00,98.85,,515,0.461,35.4,285.0,2.85,1.42
2019-02-04 15:00:00,98.76,,469,0.438,35.1,22.0,2.4,0.77
2019-02-04 16:00:00,98.7,,334,0.408,36.5,266.0,2.3,1.64
2019-02-04 17:00:00,98.68,,177,0.416,36.0,212.0,1.97,1.22
2019-02-04 18:00:00,98.68,,58,0.43,35.5,241.0,1.14,0.82
2019-02-04 19:00:00,98.75,,0,0.509,32.1,206.0,0.88,0.66
2019-02-04 20:00:00,98.94,,0,0.71,29.9,211.0,3.36,1.56
2019-02-04 21:00:00,99.04,,0,0.758,28.8,196.0,3.78,1.61
2019-02-04 22:00:00,99.11,,0,0.79,28.0,233.0,3.29,1.48
2019-02-04 23:00:00,99.14,,0,0.826,27.1,252.0,1.63,0.75
2019-02-05 00:00:00,99.15,,0,0.862,26.4,247.0,1.38,0.76
2019-02-05 01:00:00,99.22,,0,0.887,26.1,261.0,0.7,0.37
2019-02-05 02:00:00,99.18,,0,0.875,26.8,237.0,1.75,0.95
2019-02-05 03:00:00,99.07,,0,0.893,26.1,240.0,1.16,0.58
2019-02-05 04:00:00,99.05,,0,0.905,25.9,285.0,1.58,0.83
2019-02-05 05:00:00,99.02,,0,0.914,25.8,285.0,1.28,0.78
2019-02-05 06:00:00,99.07,,0,0.926,25.7,259.0,0.6,0.34
2019-02-05 07:00:00,99.12,,0,0.929,25.3,144.0,0.27,0.16
2019-02-05 08:00:00,99.19,,38,0.941,25.9,253.0,0.94,0.54
2019-02-05 09:00:00,99.26,,168,0.889,27.6,260.0,2.01,1.28
2019-02-05 10:00:00,99.27,,349,0.788,29.9,281.0,2.97,1.83
2019-02-05 11:00:00,99.23,,499,0.687,31.2,260.0,2.46,1.51
2019-02-05 12:00:00,99.14,,566,0.591,33.4,241.0,2.13,1.34
2019-02-05 13:00:00,99.03,,382,0.531,33.9,295.0,2.98,1.54
2019-02-05 14:00:00,98.92,,574,0.459,34.7,305.0,2.63,1.49
2019-02-05 15:00:00,98.74,,485,0.407,35.9,102.0,1.99,1.24
2019-02-05 16:00:00,98.66,,365,0.384,36.3,104.0,2.47,1.0
2019-02-05 17:00:00,98.65,,203,0.377,36.3,133.0,0.96,0.46
2019-02-05 18:00:00,98.69,,60,0.441,34.8,196.0,2.2,1.25
2019-02-05 19:00:00,98.82,,0,0.475,32.8,209.0,2.18,1.01
2019-02-05 20:00:00,98.95,,0,0.722,29.8,222.0,5.39,1.94
2019-02-05 21:00:00,99.03,,0,0.743,28.4,228.0,2.62,1.21
2019-02-05 22:00:00,99.1,,0,0.792,27.7,231.0,2.42,1.1
2019-02-05 23:00:00,99.18,,0,0.833,27.2,217.0,1.8,0.7
2019-02-06 00:00:00,99.19,,0,0.859,26.9,219.0,0.67,0.31
2019-02-06 01:00:00,99.15,,0,0.873,26.6,238.0,1.13,0.68
2019-02-06 02:00:00,99.08,,0,0.898,26.1,265.0,0.56,0.39
2019-02-06 03:00:00,99.06,,0,0.906,25.5,253.0,0.56,0.38
2019-02-06 04:00:00,98.98,,0,0.924,25.0,297.0,0.67,0.47
2019-02-06 05:00:00,98.97,,0,0.925,25.4,331.0,0.64,0.3
2019-02-06 06:00:00,98.98,,0,0.925,25.1,261.0,1.17,0.44
2019-02-06 07:00:00,99.0,,0,0.94,24.3,345.0,0.41,0.15
2019-02-06 08:00:00,99.02,,53,0.962,24.8,250.0,0.6,0.37
2019-02-06 09:00:00,99.1,,144,0.921,26.5,351.0,0.93,0.48
2019-02-06 10:00:00,99.12,,144,0.858,27.6,76.0,0.57,0.26
2019-02-06 11:00:00,99.1,,516,0.763,30.1,298.0,2.13,0.96
2019-02-06 12:00:00,99.02,,202,0.646,31.9,257.0,1.46,0.75
2019-02-06 13:00:00,98.9,,665,0.61,33.0,300.0,2.63,1.55
2019-02-06 14:00:00,98.81,,512,0.486,34.1,287.0,1.58,0.98
2019-02-06 15:00:00,98.69,,477,0.449,35.8,248.0,2.49,1.2
2019-02-06 16:00:00,98.63,,330,0.426,35.5,356.0,1.19,0.54
2019-02-06 17:00:00,98.62,,98,0.433,35.4,222.0,2.19,1.2
2019-02-06 18:00:00,98.65,,44,0.473,34.1,205.0,1.71,0.8
2019-02-06 19:00:00,98.73,,0,0.508,32.1,224.0,0.96,0.58
2019-02-06 20:00:00,98.85,,0,0.661,30.4,200.0,3.2,1.72
2019-02-06 21:00:00,98.93,,0,0.749,29.0,208.0,2.89,1.36
2019-02-06 22:00:00,98.97,,0,0.798,28.0,227.0,2.11,1.19
2019-02-06 23:00:00,99.02,,0,0.835,27.4,242.0,2.11,0.75
2019-02-07 00:00:00,99.03,,0,0.874,26.6,223.0,0.7,0.43
2019-02-07 01:00:00,99.0,,0,0.897,26.1,218.0,0.78,0.43
2019-02-07 02:00:00,98.94,,0,0.899,26.5,248.0,1.57,0.9
2019-02-07 03:00:00,98.86,,0,0.905,26.0,239.0,1.07,0.72
2019-02-07 04:00:00,98.83,,0,0.921,25.6,283.0,0.27,0.19
2019-02-07 05:00:00,98.82,,0,0.927,25.5,268.0,0.54,0.31
2019-02-07 06:00:00,98.87,,0,0.931,24.8,218.0,0.36,0.22
2019-02-07 07:00:00,98.88,,0,0.947,24.4,253.0,0.43,0.28
2019-02-07 08:00:00,98.92,,73,0.965,24.8,304.0,0.53,0.35
2019-02-07 09:00:00,98.97,,178,0.91,27.4,304.0,3.06,1.11
2019-02-07 10:00:00,99.03,,163,0.801,29.3,158.0,1.18,0.62
2019-02-07 11:00:00,99.01,,190,0.722,30.3,304.0,2.57,1.35
2019-02-07 12:00:00,98.95,,533,0.637,32.3,259.0,2.67,1.56
2019-02-07 13:00:00,98.87,,468,0.574,33.1,181.0,1.51,0.9
2019-02-07 14:00:00,98.75,,507,0.537,34.4,151.0,2.11,1.16
2019-02-07 15:00:00,98.64,,458,0.505,34.7,167.0,1.84,0.84
2019-02-07 16:00:00,98.58,,291,0.483,35.1,185.0,2.13,1.03
2019-02-07 17:00:00,98.54,,175,0.461,35.7,217.0,2.03,1.08
2019-02-07 18:00:00,98.57,,61,0.492,34.3,199.0,1.6,0.9
2019-02-07 19:00:00,98.65,,0,0.53,32.3,225.0,0.75,0.55
2019-02-07 20:00:00,98.78,,0,0.719,30.2,207.0,2.85,1.43
2019-02-07 21:00:00,98.86,,0,0.767,28.9,203.0,3.3,1.52
2019-02-07 22:00:00,98.92,,0,0.822,27.8,193.0,2.08,0.89
2019-02-07 23:00:00,98.97,,0,0.856,27.2,222.0,2.21,0.92
2019-02-08 00:00:00,98.98,,0,0.872,27.1,206.0,0.96,0.55
2019-02-08 01:00:00,98.97,,0,0.881,27.0,248.0,1.1,0.65
2019-02-08 02:00:00,98.93,,0,0.889,26.7,246.0,0.33,0.25
2019-02-08 03:00:00,98.88,,0,0.897,26.4,221.0,0.93,0.44
2019-02-08 04:00:00,98.83,,0,0.91,25.5,212.0,0.55,0.35
2019-02-08 05:00:00,98.85,,0,0.932,24.9,266.0,0.38,0.28
2019-02-08 06:00:00,98.88,,0,0.944,25.1,313.0,0.73,0.46
2019-02-08 07:00:00,98.9,,1,0.951,24.5,201.0,0.38,0.21
2019-02-08 08:00:00,98.95,,48,0.971,25.1,319.0,0.61,0.36
2019-02-08 09:00:00,99.03,,100,0.934,26.6,318.0,1.36,1.03
2019-02-08 10:00:00,99.05,,272,0.88,28.2,264.0,0.98,0.57
2019-02-08 11:00:00,99.05,,460,0.734,31.0,247.0,3.12,1.38
2019-02-08 12:00:00,99.0,,426,0.656,32.4,290.0,2.56,1.52
2019-02-08 13:00:00,98.92,,197,0.632,32.4,212.0,1.85,0.93
2019-02-08 14:00:00,98.83,,349,0.62,32.9,236.0,2.7,1.74
2019-02-08 15:00:00,98.77,,352,0.629,32.9,245.0,3.51,2.05
2019-02-08 16:00:00,98.74,,176,0.666,31.7,246.0,4.32,2.18
2019-02-08 17:00:00,98.73,,116,0.682,30.8,192.0,2.3,1.27
2019-02-08 18:00:00,98.75,,51,0.699,30.1,223.0,2.87,1.38
2019-02-08 19:00:00,98.78,,0,0.73,29.0,233.0,2.0,0.84
2019-02-08 20:00:00,98.85,,0,0.764,27.9,229.0,1.15,0.68
2019-02-08 21:00:00,98.94,,0,0.814,26.5,196.0,0.29,0.19
2019-02-08 22:00:00,99.0,,0,0.857,25.3,224.0,0.47,0.26
2019-02-08 23:00:00,99.02,,0,0.878,24.7,186.0,0.4,0.28
2019-02-09 00:00:00,99.02,,0,0.895,24.3,219.0,0.23,0.09
2019-02-09 01:00:00,99.0,,0,0.91,24.2,220.0,0.7,0.39
2019-02-09 02:00:00,98.96,,0,0.918,24.0,305.0,0.49,0.29
2019-02-09 03:00:00,98.9,,0,0.927,23.4,250.0,0.56,0.37
2019-02-09 04:00:00,98.86,,0,0.94,22.9,234.0,0.27,0.15
2019-02-09 05:00:00,98.89,,0,0.941,22.7,275.0,0.61,0.25
2019-02-09 06:00:00,98.9,,0,0.949,22.7,202.0,0.29,0.15
2019-02-09 07:00:00,98.93,,0,0.956,22.5,215.0,0.48,0.33
2019-02-09 08:00:00,98.96,,44,0.977,22.7,259.0,0.59,0.46
2019-02-09 09:00:00,99.04,,150,0.941,25.3,108.0,0.47,0.26
2019-02-09 10:00:00,99.06,,281,0.802,28.6,318.0,0.98,0.57
2019-02-09 11:00:00,99.04,,405,0.562,30.8,14.0,1.98,1.07
2019-02-09 12:00:00,98.97,,483,0.486,32.8,276.0,2.01,1.14
2019-02-09 13:00:00,98.89,,525,0.45,33.6,337.0,2.78,1.49
2019-02-09 14:00:00,98.79,,501,0.334,34.9,14.0,2.45,0.94
2019-02-09 15:00:00,98.66,,406,0.297,36.0,117.0,1.99,0.93
2019-02-09 16:00:00,98.59,,278,0.273,36.0,344.0,1.43,0.89
2019-02-09 17:00:00,98.56,,150,0.246,36.0,39.0,1.54,0.66
2019-02-09 18:00:00,98.58,,48,0.289,34.6,219.0,0.57,0.48
2019-02-09 19:00:00,98.68,,1,0.405,30.8,225.0,0.76,0.59
2019-02-09 20:00:00,98.78,,0,0.543,28.0,180.0,0.22,0.12
2019-02-09 21:00:00,98.88,,0,0.683,28.2,236.0,1.27,0.49
2019-02-09 22:00:00,98.98,,0,0.753,28.1,173.0,2.14,0.77
2019-02-09 23:00:00,99.07,,0,0.804,26.7,229.0,0.56,0.46
2019-02-10 00:00:00,99.05,,0,0.836,25.3,260.0,1.09,0.59
2019-02-10 01:00:00,99.03,,0,0.875,24.1,83.0,0.4,0.23
2019-02-10 02:00:00,98.99,,0,0.909,23.0,262.0,0.57,0.26
2019-02-10 03:00:00,98.93,,0,0.873,22.6,108.0,0.68,0.33
2019-02-10 04:00:00,98.87,,0,0.914,20.9,218.0,0.21,0.11
2019-02-10 05:00:00,98.87,,0,0.926,21.2,67.0,0.47,0.13
2019-02-10 06:00:00,98.92,,0,0.931,20.5,194.0,0.26,0.13
2019-02-10 07:00:00,98.92,,0,0.952,19.9,174.0,0.31,0.18
2019-02-10 08:00:00,98.97,,61,0.815,20.4,76.0,0.63,0.21
2019-02-10 09:00:00,99.06,,147,0.529,23.7,35.0,3.31,1.26
2019-02-10 10:00:00,99.09,,310,0.337,26.9,29.0,5.16,1.93
2019-02-10 11:00:00,99.08,,428,0.289,29.2,71.0,3.39,1.81
2019-02-10 12:00:00,99.0,,546,0.263,31.9,99.0,3.11,1.5
2019-02-10 13:00:00,98.87,,573,0.229,33.7,107.0,2.95,1.56
2019-02-10 14:00:00,98.75,,533,0.205,35.0,72.0,2.65,1.34
2019-02-10 15:00:00,98.6,,432,0.191,36.5,339.0,1.73,0.79
2019-02-10 16:00:00,98.49,,315,0.185,37.3,302.0,1.75,0.82
2019-02-10 17:00:00,98.47,,164,0.174,38.0,279.0,1.68,1.09
2019-02-10 18:00:00,98.53,,57,0.193,35.4,342.0,1.62,0.67
2019-02-10 19:00:00,98.62,,1,0.276,29.9,187.0,0.47,0.32
2019-02-10 20:00:00,98.72,,0,0.372,25.9,116.0,0.76,0.41
2019-02-10 21:00:00,98.83,,0,0.43,24.1,228.0,0.78,0.27
2019-02-10 22:00:00,98.91,,0,0.533,23.4,301.0,0.62,0.29
2019-02-10 23:00:00,98.91,,0,0.649,22.1,238.0,0.28,0.17
2019-02-11 00:00:00,98.93,,0,0.705,21.1,166.0,0.62,0.43
2019-02-11 01:00:00,98.94,,0,0.758,20.7,48.0,0.37,0.14
2019-02-11 02:00:00,98.87,,0,0.801,19.8,10.0,0.48,0.28
2019-02-11 03:00:00,98.82,,0,0.818,19.1,113.0,0.44,0.25
2019-02-11 04:00:00,98.83,,0,0.85,18.2,119.0,0.65,0.25
2019-02-11 05:00:00,98.82,,0,0.807,19.4,90.0,0.68,0.42
2019-02-11 06:00:00,98.86,,0,0.828,18.9,91.0,0.92,0.47
2019-02-11 07:00:00,98.89,,0,0.861,17.6,143.0,0.55,0.31
2019-02-11 08:00:00,98.98,,49,0.766,18.9,184.0,0.34,0.22
2019-02-11 09:00:00,99.04,,137,0.59,22.3,325.0,1.13,0.73
2019-02-11 10:00:00,99.09,,277,0.376,26.7,35.0,2.27,1.22
2019-02-11 11:00:00,99.07,,375,0.269,29.7,350.0,2.26,1.03
2019-02-11 12:00:00,99.01,,477,0.248,31.9,342.0,2.09,0.97
2019-02-11 13:00:00,98.9,,519,0.24,34.0,236.0,2.45,0.94
2019-02-11 14:00:00,98.78,,464,0.207,35.3,175.0,2.4,1.22
2019-02-11 15:00:00,98.67,,384,0.193,35.9,280.0,1.78,1.32
2019-02-11 16:00:00,98.6,,251,0.193,36.0,182.0,1.62,0.86
2019-02-11 17:00:00,98.61,,146,0.185,36.6,270.0,1.06,0.74
2019-02-11 18:00:00,98.64,,45,0.232,33.9,200.0,1.67,0.89
2019-02-11 19:00:00,98.72,,1,0.285,30.3,229.0,0.45,0.31
2019-02-11 20:00:00,98.82,,0,0.38,26.4,260.0,0.53,0.39
2019-02-11 21:00:00,98.93,,0,0.447,24.5,194.0,0.47,0.25
2019-02-11 22:00:00,98.99,,0,0.532,23.5,131.0,0.41,0.24
2019-02-11 23:00:00,99.03,,0,0.635,22.7,258.0,0.29,0.16
2019-02-12 00:00:00,99.05,,0,0.712,21.9,265.0,0.52,0.33
2019-02-12 01:00:00,99.04,,0,0.727,21.4,152.0,0.42,0.26
2019-02-12 02:00:00,98.98,,0,0.742,21.0,138.0,0.53,0.32
2019-02-12 03:00:00,98.92,,0,0.772,20.1,177.0,0.32,0.23
2019-02-12 04:00:00,98.86,,0,0.804,19.2,168.0,0.46,0.27
2019-02-12 05:00:00,98.87,,0,0.841,18.9,292.0,0.18,0.09
2019-02-12 06:00:00,98.95,,0,0.864,18.4,2.0,0.33,0.19
2019-02-12 07:00:00,99.0,,0,0.889,18.2,123.0,0.21,0.12
2019-02-12 08:00:00,99.06,,54,0.827,20.5,53.0,0.67,0.31
2019-02-12 09:00:00,99.14,,140,0.7,24.1,8.0,0.85,0.47
2019-02-12 10:00:00,99.14,,220,0.426,27.2,47.0,2.18,0.9
2019-02-12 11:00:00,99.12,,338,0.287,29.2,38.0,2.03,1.0
2019-02-12 12:00:00,99.03,,398,0.272,31.2,356.0,2.14,0.94
2019-02-12 13:00:00,98.93,,389,0.223,33.2,327.0,2.13,1.05
2019-02-12 14:00:00,98.81,,455,0.196,35.3,3.0,2.19,0.86
2019-02-12 15:00:00,98.73,,412,0.179,36.6,245.0,1.54,0.78
2019-02-12 16:00:00,98.65,,195,0.187,35.6,354.0,1.77,0.73
2019-02-12 17:00:00,98.64,,146,0.19,35.7,313.0,1.13,0.81
2019-02-12 18:00:00,98.71,,49,0.239,34.2,207.0,0.55,0.46
2019-02-12 19:00:00,98.79,,0,0.3,30.3,204.0,1.05,0.55
2019-02-12 20:00:00,98.94,,0,0.377,26.7,198.0,0.38,0.25
2019-02-12 21:00:00,99.05,,0,0.437,24.9,168.0,0.3,0.2
2019-02-12 22:00:00,99.12,,0,0.487,24.2,340.0,0.71,0.38
2019-02-12 23:00:00,99.16,,0,0.56,23.2,289.0,0.53,0.24
2019-02-13 00:00:00,99.15,,0,0.606,22.6,236.0,0.3,0.17
2019-02-13 01:00:00,99.14,,0,0.638,21.9,292.0,0.22,0.11
2019-02-13 02:00:00,99.11,,0,0.667,21.9,257.0,0.38,0.2
2019-02-13 03:00:00,99.03,,0,0.673,22.2,357.0,0.42,0.23
2019-02-13 04:00:00,99.03,,0,0.668,23.1,103.0,1.08,0.64
2019-02-13 05:00:00,99.02,,0,0.66,23.5,212.0,0.51,0.3
2019-02-13 06:00:00,99.08,,0,0.681,24.0,312.0,0.34,0.13
2019-02-13 07:00:00,99.11,,1,0.729,23.9,116.0,0.55,0.29
2019-02-13 08:00:00,99.19,,29,0.804,23.9,356.0,0.45,0.21
2019-02-13 09:00:00,99.28,,100,0.846,25.8,298.0,1.61,0.97
2019-02-13 10:00:00,99.26,,263,0.794,28.1,293.0,3.45,1.53
2019-02-13 11:00:00,99.22,,364,0.655,29.8,283.0,2.5,1.09
2019-02-13 12:00:00,99.13,,452,0.526,31.4,283.0,1.98,1.35
2019-02-13 13:00:00,99.04,,490,0.47,33.5,266.0,3.22,1.64
2019-02-13 14:00:00,98.93,,457,0.403,34.8,305.0,2.52,0.96
2019-02-13 15:00:00,98.84,,379,0.378,35.4,286.0,2.13,1.09
2019-02-13 16:00:00,98.76,,265,0.352,36.2,260.0,1.84,0.95
2019-02-13 17:00:00,98.77,,141,0.345,35.3,308.0,1.3,0.82
2019-02-13 18:00:00,98.79,,46,0.37,34.2,270.0,0.27,0.09
2019-02-13 19:00:00,98.91,,1,0.447,31.7,213.0,0.64,0.47
2019-02-13 20:00:00,98.99,,0,0.527,29.0,193.0,0.43,0.32
2019-02-13 21:00:00,99.08,,0,0.642,29.0,206.0,3.56,1.08
2019-02-13 22:00:00,99.16,,0,0.776,28.2,218.0,2.29,0.78
2019-02-13 23:00:00,99.22,,0,0.819,27.4,219.0,1.26,0.63
2019-02-14 00:00:00,99.23,,0,0.852,26.9,231.0,1.37,0.7
2019-02-14 01:00:00,99.21,,0,0.899,25.7,218.0,0.28,0.18
2019-02-14 02:00:00,99.19,,0,0.912,25.0,302.0,0.67,0.29
2019-02-14 03:00:00,99.15,,0,0.91,24.7,211.0,0.4,0.23
2019-02-14 04:00:00,99.19,,0,0.86,25.2,182.0,0.4,0.2
2019-02-14 05:00:00,99.16,,0,0.881,24.0,234.0,0.31,0.16
2019-02-14 06:00:00,99.17,,0,0.909,23.1,208.0,0.29,0.2
2019-02-14 07:00:00,99.21,,0,0.915,22.7,119.0,0.27,0.19
2019-02-14 08:00:00,99.3,,39,0.935,23.2,354.0,0.62,0.28
2019-02-14 09:00:00,99.38,,127,0.92,25.5,55.0,1.51,0.54
2019-02-14 10:00:00,99.4,,233,0.863,27.6,113.0,1.53,0.62
2019-02-14 11:00:00,99.37,,248,0.776,29.2,132.0,1.09,0.58
2019-02-14 12:00:00,99.3,,405,0.632,31.9,237.0,1.94,1.21
2019-02-14 13:00:00,99.17,,450,0.569,32.4,114.0,2.64,1.46
2019-02-14 14:00:00,99.08,,407,0.474,34.0,189.0,1.89,1.06
2019-02-14 15:00:00,98.98,,353,0.459,34.8,310.0,3.31,1.39
2019-02-14 16:00:00,98.91,,253,0.409,35.8,196.0,2.04,1.0
2019-02-14 17:00:00,98.89,,139,0.407,35.8,219.0,0.94,0.36
2019-02-14 18:00:00,98.89,,45,0.421,35.2,276.0,0.71,0.57
2019-02-14 19:00:00,98.96,,1,0.527,31.3,231.0,0.48,0.43
2019-02-14 20:00:00,99.03,,0,0.584,29.2,207.0,0.27,0.13
2019-02-14 21:00:00,99.13,,0,0.649,27.5,196.0,0.21,0.15
2019-02-14 22:00:00,99.25,,0,0.745,28.7,226.0,0.93,0.6
2019-02-14 23:00:00,99.34,,0,0.801,28.1,243.0,1.48,0.63
2019-02-15 00:00:00,99.36,,0,0.844,26.6,228.0,0.91,0.64
2019-02-15 01:00:00,99.34,,0,0.874,25.5,261.0,0.3,0.15
2019-02-15 02:00:00,99.3,,0,0.891,24.6,274.0,0.43,0.18
2019-02-15 03:00:00,99.22,,0,0.91,23.9,230.0,0.51,0.37
2019-02-15 04:00:00,99.25,,0,0.915,23.1,201.0,0.32,0.22
2019-02-15 05:00:00,99.25,,0,0.915,22.7,167.0,0.51,0.27
2019-02-15 06:00:00,99.3,,0,0.931,22.1,297.0,0.24,0.15
2019-02-15 07:00:00,99.38,,0,0.932,22.9,331.0,0.96,0.49
2019-02-15 08:00:00,99.42,,32,0.962,23.1,327.0,1.88,0.84
2019-02-15 09:00:00,99.42,,133,0.567,24.6,22.0,2.08,1.02
2019-02-15 10:00:00,99.48,,223,0.345,26.6,37.0,3.26,1.85
2019-02-15 11:00:00,99.45,,381,0.299,28.8,359.0,3.82,1.75
2019-02-15 12:00:00,99.37,,443,0.271,31.3,358.0,1.84,0.94
2019-02-15 13:00:00,99.24,,469,0.253,32.8,45.0,2.12,0.95
2019-02-15 14:00:00,99.11,,429,0.206,35.3,188.0,1.24,0.7
2019-02-15 15:00:00,98.98,,321,0.184,35.9,223.0,2.15,0.75
2019-02-15 16:00:00,98.91,,228,0.182,35.5,332.0,2.01,0.89
2019-02-15 17:00:00,98.88,,129,0.188,35.3,12.0,0.9,0.43
2019-02-15 18:00:00,98.92,,45,0.249,33.8,219.0,0.53,0.47
2019-02-15 19:00:00,98.99,,1,0.35,29.6,153.0,0.35,0.26
2019-02-15 20:00:00,99.1,,0,0.44,27.0,153.0,0.44,0.21
2019-02-15 21:00:00,99.17,,0,0.51,25.0,170.0,0.36,0.2
2019-02-15 22:00:00,99.26,,0,0.563,23.7,191.0,0.42,0.24
2019-02-15 23:00:00,99.3,,0,0.611,22.9,154.0,0.44,0.34
2019-02-16 00:00:00,99.26,,0,0.666,21.9,243.0,0.53,0.29
2019-02-16 01:00:00,99.24,,0,0.72,20.5,164.0,0.29,0.14
2019-02-16 02:00:00,99.19,,0,0.787,19.6,144.0,0.44,0.23
2019-02-16 03:00:00,99.14,,0,0.756,20.1,110.0,1.04,0.63
2019-02-16 04:00:00,99.1,,0,0.783,18.8,143.0,0.39,0.18
2019-02-16 05:00:00,99.08,,0,0.814,17.4,195.0,0.19,0.08
2019-02-16 06:00:00,99.11,,0,0.854,16.9,150.0,0.4,0.3
2019-02-16 07:00:00,99.15,,0,0.871,16.6,128.0,0.46,0.25
2019-02-16 08:00:00,99.22,,58,0.844,17.4,357.0,0.21,0.11
2019-02-16 09:00:00,99.28,,171,0.647,22.3,22.0,0.6,0.33
2019-02-16 10:00:00,99.28,,315,0.335,27.5,27.0,1.86,0.96
2019-02-16 11:00:00,99.26,,446,0.255,30.7,118.0,3.16,1.85
2019-02-16 12:00:00,99.22,,521,0.209,32.9,126.0,3.93,1.88
2019-02-16 13:00:00,99.08,,549,0.194,34.3,121.0,3.04,1.44
2019-02-16 14:00:00,98.95,,499,0.186,35.7,307.0,2.31,1.3
2019-02-16 15:00:00,98.85,,407,0.176,36.6,167.0,2.73,1.54
2019-02-16 16:00:00,98.77,,281,0.173,36.7,184.0,3.17,1.51
2019-02-16 17:00:00,98.78,,143,0.183,36.4,185.0,2.13,1.04
2019-02-16 18:00:00,98.82,,47,0.225,34.5,214.0,1.99,1.02
